business_type,city,city_tier,store_size_sqft,years_of_operation,month,year,is_festival_season,avg_daily_footfall,conversion_rate,avg_transaction_value,customer_rating,marketing_spend,discount_percentage,inventory_level,supplier_cost,logistics_cost,rent_cost,employee_count,avg_employee_salary,electricity_cost,monthly_sales,monthly_profit
Food,Bangalore,1,3324,15,3,2019,1,287,0.3878677992276687,4426,2.9217038804697624,31316,5.080328168321815,3793,69624,31786,18971,41,31023,25087,14843338.191476107,13425927.191476107
Food,Kolkata,1,4632,9,8,2024,0,502,0.31253486481968173,1227,3.9148926598296256,146544,15.359793815796557,4031,84662,16195,16793,11,46310,2151,5833830.603754266,5204619.603754266
Electronics,Hyderabad,2,825,19,5,2020,0,67,0.15467456994166345,3911,2.5515595108588496,43528,5.088501737103721,943,132698,59968,113985,37,33759,23925,1233325.00851411,-346333.99148589
Electronics,Delhi,3,1766,17,9,2021,1,683,0.0504439346336261,4069,4.042233274103792,33496,38.90651725682939,2641,101802,25345,65519,43,24960,8410,4269101.421796363,2994745.421796363
Food,Hyderabad,1,449,18,4,2018,0,840,0.167079665551165,2183,2.6976430064817554,117411,39.143256404687556,4566,114055,53201,46995,17,39935,6861,9238284.129434468,8338277.129434468
Pharmacy,Bangalore,3,1511,7,11,2019,1,580,0.25609021282485234,1840,4.535109085018084,19194,11.687060623478382,718,181719,16172,68411,39,21289,10809,8256661.853800473,7149279.853800473
Pharmacy,Mumbai,3,1374,15,10,2018,0,769,0.2729180415392219,3217,3.0780913093349924,128311,35.076814400961524,1895,69115,11551,19789,27,47368,4842,20306261.625302784,18922028.625302784
Service,Kolkata,3,4914,1,3,2023,0,677,0.17375778956266014,4730,3.274520631169532,52011,22.345458041406797,1331,45321,32669,10095,8,18173,21932,16713072.339463377,16457671.339463377
Retail,Bangalore,3,1466,13,1,2019,0,657,0.5059997778349866,3399,3.123849567441421,44212,23.09859666545122,2986,198404,58122,58669,7,8299,8304,33916780.65621266,33535188.656212658
Electronics,Bangalore,1,1177,13,9,2020,1,332,0.057628675798248624,4565,4.15998470372845,46832,32.561758787862615,3946,148865,5847,22923,28,20417,27895,2688958.853989289,1911752.8539892891
Food,Delhi,1,4999,12,11,2019,0,253,0.1428005551819014,1074,3.373615678983782,79515,31.531542411826926,1091,133603,58372,139027,31,37585,11228,1195867.5736540984,-311497.42634590156
Electronics,Bangalore,2,2011,9,2,2022,1,553,0.12915095045900596,850,3.393716502546535,41577,12.425803927599276,4284,27624,30762,112914,20,8413,4404,1887852.9278976726,1543888.9278976726
Service,Kolkata,3,4861,13,6,2023,1,194,0.4540962929163491,2104,3.677053086883892,140568,7.377966120444097,1856,117892,19623,135078,34,21085,20312,5666763.453722712,4656968.453722712
Pharmacy,Chennai,1,1737,3,3,2021,0,203,0.2328589401609678,1509,4.957915447959467,93322,4.8448569387450835,2197,118126,26053,19593,8,47567,25628,2177258.2168806633,1607322.2168806633
Pharmacy,Mumbai,2,4179,16,7,2023,0,929,0.5724072720062499,359,4.878006157323552,39092,14.960732339476674,471,153158,50764,149182,30,39455,20403,5742760.450822291,4185603.450822291
Retail,Hyderabad,1,3339,7,11,2021,1,441,0.289458247437939,2890,3.1467275747020187,149048,32.26639960529596,1835,25997,26708,131812,24,39204,24073,11176968.453315366,10027482.453315366
Retail,Mumbai,1,4428,10,4,2019,0,568,0.3339379873656424,2860,4.797728757456912,194229,11.89249713558767,3868,23355,41054,99131,13,11728,3786,16351959.051472163,16032169.051472163
Service,Mumbai,2,850,12,7,2023,0,579,0.3449504984048265,1253,3.8309301477097346,94324,35.41488761378765,1846,68411,25296,18551,22,47049,6417,7545442.66708667,6391689.66708667
Retail,Hyderabad,1,2601,3,6,2024,0,236,0.30970859096444747,3716,4.053667917265228,151555,13.870977484260525,2574,29735,52434,78036,25,32757,11043,8208832.038089118,7218659.038089118
Service,Bangalore,2,1161,6,7,2023,0,676,0.1436796218320231,1339,3.0813587565746543,51886,15.165783492960724,2946,106031,42763,101567,22,36609,7354,3922363.0364788403,2859250.0364788403
Electronics,Mumbai,2,1891,6,12,2019,1,508,0.5333991992940907,1205,4.098728854090799,101475,1.5651830690407387,2199,21528,24547,55647,46,42125,5129,9886039.57567654,7841438.57567654
Food,Mumbai,1,4217,4,6,2021,1,743,0.33172666671768225,3462,3.6674781324059493,187310,38.68699025862186,807,172899,9530,110838,35,45652,22370,25723600.78273677,23810143.78273677
Pharmacy,Delhi,3,4006,2,10,2023,0,859,0.31337657859029466,4812,4.0407032801697556,189279,15.222334495446269,3906,36918,42033,64859,27,18301,3620,38936049.43846835,38294492.43846835
Food,Kolkata,3,3050,1,10,2024,0,302,0.387693935059108,3541,3.1188223234577364,174002,6.404014380102945,1048,65470,14044,92274,32,16618,6251,12507388.269841373,11797573.269841373
Electronics,Bangalore,2,3924,17,6,2022,1,136,0.3027868168624418,3028,3.286792287253496,82054,38.03208010460683,4345,68269,50502,109647,31,42949,26722,3823522.604354653,2236963.604354653
Retail,Kolkata,3,3458,17,11,2020,1,946,0.08528505960826156,2077,4.916971498650904,65515,25.0213268457017,3434,148323,46164,28767,16,29226,15525,5103356.012724476,4396961.012724476
Pharmacy,Hyderabad,3,662,24,8,2020,1,502,0.17593800586135716,4156,3.1568265248872933,197833,31.80493093301476,1670,91224,6049,37286,28,12377,29235,11140980.386538591,10630630.386538591
Retail,Chennai,3,4325,22,7,2021,1,399,0.5632084903439324,4694,3.3900160475969527,85824,9.960564191633669,1475,32578,46135,45073,11,16439,12206,31729426.42448279,31412605.42448279
Food,Delhi,1,4057,2,8,2018,1,389,0.3447621536641102,1996,2.9119587040469055,49008,7.253402121988088,4951,45888,10049,25879,41,15008,4234,8100258.369187293,7398880.369187293
Retail,Chennai,2,1166,24,9,2024,0,828,0.05173840473641049,3362,4.307686102551917,26203,14.398313236809903,3488,68416,42814,22988,30,18790,5388,4331262.995419493,3627956.995419493
Service,Hyderabad,3,4097,10,12,2019,1,142,0.1122835522977951,1355,3.279369422898189,85405,34.39111747901991,1011,31748,6191,61915,36,32920,23087,732296.3489285627,-575764.6510714373
Food,Delhi,1,457,19,11,2019,1,426,0.5945628651620749,1281,4.0055279164515945,96713,26.746259491360323,1618,70586,55483,92780,15,37759,6363,9822380.886884058,9030783.886884058
Retail,Chennai,1,558,5,5,2023,1,886,0.5137499682492823,4621,3.8846697457677055,91823,39.64775599496915,573,160202,41126,103705,49,24539,27632,63188675.27518064,61653599.27518064
Food,Delhi,1,948,16,12,2020,1,660,0.417933333947998,2882,2.6112248453626394,121751,33.47689581224692,3885,63081,55159,113095,16,21406,20891,23947480.995074976,23352758.995074976
Retail,Bangalore,2,302,14,12,2022,1,940,0.4860102701445432,4359,3.118131417391672,105576,13.298098187539061,2726,195679,44603,91516,12,18479,24957,59834459.6451938,59255956.6451938
Retail,Mumbai,2,2157,22,10,2020,0,383,0.47061994482024355,3396,3.959650080705029,9656,12.837139352742803,2206,34172,12167,40345,14,10187,17423,18367471.471683696,18120746.471683696
Food,Mumbai,1,335,8,1,2018,1,628,0.1975766026169849,1211,4.464366235202041,15652,26.235977574352663,2274,97486,36832,30265,16,43891,28946,4564018.407091138,3668233.407091138
Electronics,Hyderabad,1,4853,2,3,2018,0,723,0.1011896855522742,552,4.040385600877878,37070,37.3538225908994,1209,158589,43223,51763,27,19966,29157,1226359.9623551127,404545.96235511266
Food,Mumbai,1,3749,9,12,2024,0,172,0.5911206138207943,2735,2.797467278083568,10951,17.608040455900888,4799,154085,21771,73816,35,31512,8271,8346629.174607341,6985766.174607341
Pharmacy,Delhi,2,3667,9,11,2022,1,495,0.48207988259634393,1301,2.7889885718442926,18398,5.780728579287797,3032,50738,25745,129546,3,8102,15772,9371070.219778975,9124963.219778975
Pharmacy,Mumbai,3,1637,14,5,2024,0,278,0.13335966950814598,3688,4.815706139155331,15098,12.338704310159967,4737,38608,7024,50021,13,46968,20501,4107905.245957994,3381167.245957994
Electronics,Chennai,2,4890,15,2,2022,1,919,0.5862837701174404,1574,4.1513463115813805,114244,7.31886713890586,173,193722,16932,131806,23,18730,3623,25537587.335324947,24760714.335324947
Retail,Bangalore,1,463,24,7,2023,1,749,0.38259682344184925,2276,2.660464859861624,35943,3.2195325709813805,4972,32385,52001,54638,33,48648,19244,19631036.81735249,17867384.81735249
Food,Hyderabad,1,2104,22,10,2023,0,669,0.4374037308296094,383,4.553474760942388,147823,34.86576943913105,4782,135726,59102,26852,9,41804,22215,3421368.5721783508,2801237.5721783508
Retail,Bangalore,3,4279,18,6,2023,1,290,0.35352819898099785,2025,4.557658547428977,149039,12.897527081891948,2584,183130,55504,23295,4,24015,25123,6337898.64554773,5954786.64554773
Retail,Chennai,3,4145,1,4,2023,0,442,0.2769444599843958,3126,3.321621275320294,158093,33.36725629249018,1513,42514,14107,124634,10,48336,29542,11542795.544142794,10848638.544142794
Pharmacy,Kolkata,2,723,11,9,2018,1,355,0.09061647756430427,2391,2.5096167311368953,20183,14.088905538993352,4561,182846,56138,73565,12,26695,19775,2365544.7771690786,1712880.7771690786
Food,Chennai,3,2222,16,12,2021,1,231,0.5720074950465625,3645,3.0825211279264977,18071,26.36053032292031,3401,175170,5446,62250,42,27086,21471,14506051.92375191,13104102.92375191
Service,Hyderabad,1,4045,12,12,2024,1,548,0.2199002296322785,1681,3.39062556068147,110957,30.783299854130863,263,153083,32776,28504,39,23805,7013,6171466.382034982,5021695.382034982
Pharmacy,Hyderabad,1,4015,15,3,2021,0,864,0.20806246352351165,2213,4.431664914457294,17676,10.600683846806195,262,60238,9073,149789,23,49215,7006,11941733.047673611,10583682.047673611
Retail,Mumbai,2,585,17,1,2018,0,482,0.5491937615885966,3739,4.023253846193114,146399,28.814574549389786,2992,107791,56032,99645,37,46031,26644,29751236.562423367,27757977.562423367
Retail,Delhi,3,4157,13,1,2019,1,56,0.2382185488546278,1840,3.471569464260673,158485,8.960001591404962,4662,118814,39363,109065,12,48451,27649,849775.1782194255,-26527.821780574508
Service,Hyderabad,3,1087,13,6,2018,1,411,0.5975090637360555,4382,4.6171407849241115,27757,38.894011445485674,2619,108268,21632,90978,43,18595,19187,32344553.364202905,31304903.364202905
Retail,Delhi,2,3802,19,12,2021,1,68,0.40350864381721163,3296,3.7861413706911886,133002,12.53895630395617,3172,102022,41313,139286,32,21089,3510,2816328.35964392,1855349.3596439199
Electronics,Delhi,3,781,16,11,2021,0,195,0.25596177428187844,2843,3.5198197773451336,39815,14.115759686684122,391,176495,44225,15519,17,30455,15163,4272967.047057775,3503830.047057775
Service,Bangalore,2,924,18,5,2019,0,276,0.4723617444509675,3896,4.044485127492484,151131,9.874925000306698,1008,63243,31032,24296,40,43460,6747,15298313.230834428,13434595.230834428
Retail,Delhi,1,3897,12,8,2019,1,411,0.5397966764712289,792,2.6596398144674933,12601,14.575281437800701,726,116392,9653,42319,48,35380,17147,5326349.27254508,3442598.2725450797
Pharmacy,Mumbai,2,4504,20,2,2019,0,503,0.19194836213104227,580,4.950679963320601,15146,5.782258027540594,2313,120690,34751,125707,22,30995,18427,1686028.855043308,704563.8550433081
Pharmacy,Bangalore,3,3759,16,9,2024,1,131,0.11418380504070715,497,4.7837053052976986,164548,30.305444471482396,1000,102837,55820,145027,2,48154,12584,338844.1498435596,-73731.8501564404
Electronics,Bangalore,3,701,7,10,2019,1,65,0.35489053688020333,4913,3.7015082471326615,86619,15.846471211763093,2294,44450,16728,101380,47,37417,5464,3484623.155000256,1558002.155000256
Service,Kolkata,1,2734,15,9,2024,0,978,0.32088200569869774,1190,3.307914433272896,74538,27.06842729535169,2419,62887,16286,61358,14,14363,16238,11233282.076167751,10875431.076167751
Service,Hyderabad,2,3179,10,7,2023,0,705,0.2673766778310229,1846,2.8200399796931257,179811,34.06093946541691,1709,75213,7376,129031,6,26005,15106,10511085.294888845,10128329.294888845
Retail,Bangalore,2,930,10,11,2019,0,319,0.3621621611872894,1230,2.637557574088109,131494,5.220727404179266,2435,198681,12669,60306,23,32148,20166,4315644.615551702,3284418.6155517017
Retail,Mumbai,2,3701,9,9,2020,0,965,0.49283532846164474,1681,3.0373967673282865,81424,24.146656348178425,1164,40906,43998,70190,43,23087,6487,24016376.217819523,22862054.217819523
Food,Hyderabad,2,881,20,4,2023,0,256,0.5909814575861853,4182,2.6662688608371665,18369,24.536655941495532,4757,29989,27810,37501,13,39793,2200,18988348.21920328,18373539.21920328
Electronics,Mumbai,2,2787,13,2,2023,1,437,0.5541915213335781,967,3.9133650582103496,169385,22.490287556176433,1425,123254,14725,36344,3,23218,8882,7143444.966808663,6890585.966808663
Service,Chennai,2,779,19,9,2018,1,424,0.33787814644628256,246,3.732577657513568,18563,29.803118506187065,3062,116265,11594,145210,20,30201,9368,1114686.4656079914,228229.46560799144
Retail,Bangalore,3,2839,22,8,2020,0,189,0.2691522246325215,3841,4.8485637742099446,44372,2.8951895972170494,3483,50695,54800,127720,3,26292,26098,5879472.449592629,5541283.449592629
Service,Bangalore,1,2148,16,8,2024,1,456,0.41815221581805717,2120,3.9986747244533536,138844,16.270784808426498,1195,123696,27988,135854,21,33565,6697,12232620.902268967,11233520.902268967
Electronics,Hyderabad,1,513,7,12,2023,0,890,0.3566949796215101,3633,3.1393939522446996,133222,12.011187107187173,1671,48025,53765,13708,17,21874,27781,34653094.18776406,34137957.18776406
Pharmacy,Mumbai,2,3284,16,8,2024,1,941,0.1801736179300727,343,2.7312839550986725,161741,5.678216283882578,1529,78905,18934,13273,3,46888,27278,1859297.7233189214,1580243.7233189214
Electronics,Hyderabad,1,841,1,7,2022,0,171,0.5823742843624343,1190,4.524620827331983,153932,13.19247181397541,1339,40852,36983,58598,39,26430,15354,3616793.0937473527,2434236.0937473527
Service,Hyderabad,1,1809,14,12,2022,0,204,0.4947580825858749,1814,4.944899609262619,17930,1.095845155489279,307,38269,15361,15349,24,12622,22491,5499817.910281955,5105419.910281955
Retail,Bangalore,3,2037,2,3,2024,0,654,0.22335560290294337,376,2.9147666089606394,114167,10.69198235602991,1927,91596,31986,145386,47,14770,14884,1693387.8852873615,715345.8852873615
Service,Delhi,1,4286,16,8,2019,0,521,0.25993375573118643,548,4.836309874595623,13192,39.899466953313194,3208,159054,30116,100055,6,47640,27671,2231671.8019389873,1628935.8019389873
Food,Hyderabad,1,2377,12,8,2023,1,343,0.15638117639540386,1241,4.0016121291721,50751,39.111383218465186,3696,65905,23979,23572,25,36761,22017,2067270.8206399037,1012772.8206399037
Electronics,Kolkata,3,2806,7,3,2020,1,468,0.0778473341955502,4658,3.009851631045744,102754,31.917992639144337,1737,107309,14382,134239,47,37585,22358,5182186.472867535,3137403.4728675354
Food,Bangalore,2,3446,14,6,2020,1,446,0.12577740253342998,3935,4.135584913016523,91098,31.878132317814693,4011,101131,10619,71450,27,41470,19251,6708657.176605849,5386516.176605849
Service,Delhi,1,367,20,1,2024,1,285,0.1963030845091887,2195,4.501472280852508,80260,0.6916039402725671,3757,125372,49312,125888,3,24271,23527,3766173.062755072,3369261.062755072
Service,Chennai,2,1435,7,3,2022,0,951,0.5710679513163448,2594,3.920462335262844,84682,36.09363947865471,1852,102554,25912,101216,11,31213,26211,42296795.88083749,41697559.88083749
Food,Chennai,3,1886,3,12,2021,1,668,0.10279832997628392,2003,4.60634112834166,141602,33.907218263171586,838,135938,32380,28232,12,34445,26007,4232978.101047633,3597081.101047633
Retail,Chennai,1,2261,13,12,2022,0,91,0.13937104117864266,4038,4.489421368116702,135994,18.600546710294815,4091,136680,39948,129571,24,24485,4189,1590787.7214826504,692759.7214826504
Retail,Kolkata,1,4650,17,9,2019,0,884,0.15249603261085487,2469,4.044561462117322,5455,38.46234391243803,4961,120100,42594,149113,31,25472,28949,9987298.923769642,8856910.923769642
Electronics,Bangalore,1,3129,10,10,2018,0,605,0.4781857310641277,627,2.837795980989573,161041,9.446625834552972,4149,65020,54232,66798,15,26225,7397,5506193.928796327,4919371.928796327
Food,Bangalore,3,2037,22,6,2020,0,226,0.06153710603712837,606,3.3614858948955675,188484,17.585946869291003,4111,75528,20370,28157,14,29854,20257,328229.8768326286,-234038.12316737138
Electronics,Mumbai,3,2448,15,2,2021,1,127,0.3669974014907808,4437,2.589492565660177,198567,13.757320165810283,3416,180089,48940,78425,46,46666,29997,6333506.862279605,3849419.862279605
Electronics,Hyderabad,1,4706,20,6,2021,0,665,0.5001556222005293,1364,3.7213733109531333,88990,18.25601126225952,4080,39121,29675,41751,18,10428,12334,13645730.760196364,13335145.760196364
Pharmacy,Delhi,1,963,1,7,2023,0,836,0.3807765554584231,1023,2.8561717245412153,66696,14.359136358151986,1186,157427,25929,73781,3,38922,25609,9796201.559147887,9396689.559147887
Electronics,Delhi,2,4661,17,11,2022,0,528,0.41007092824189884,233,4.538219254686461,121275,10.117193562999201,4128,199944,38321,110261,35,40541,7438,1561966.9762809407,-212932.0237190593
Electronics,Kolkata,2,923,21,10,2019,0,347,0.24598171804211078,677,4.719768041913494,135535,14.100602275595051,1904,131126,54059,122107,27,47969,24964,1787787.3766220387,160368.37662203866
Pharmacy,Delhi,3,3950,2,5,2021,1,914,0.06459578609161912,4405,3.5554650831420656,161051,7.04099215820305,3258,42789,32381,72316,24,46958,28247,7916628.882654825,6613903.882654825
Electronics,Chennai,2,673,20,6,2022,0,418,0.14882662711304315,1348,3.3983144125598956,5875,0.7763549540634607,3169,180982,56614,146377,9,11399,3997,2518103.3985887123,2027542.3985887123
Electronics,Mumbai,2,1823,22,7,2021,1,618,0.4110251120912135,4449,3.1973775609812565,160843,11.688627672031146,1442,179673,52991,48018,48,32229,23047,34017521.61728322,32166800.617283218
Electronics,Mumbai,2,4555,18,5,2023,1,482,0.23123186520614947,3387,3.4027876787765217,143597,34.55358322531017,3836,71539,37632,110689,30,32292,9001,11432255.25497368,10234634.25497368
Food,Kolkata,1,2469,15,4,2024,1,70,0.23545338887343897,618,4.639000981844815,105504,15.750314315760825,1435,37066,5951,101657,12,40394,19309,397773.0080799492,-250937.99192005082
Pharmacy,Mumbai,1,2370,6,4,2018,0,117,0.5503695890317872,4527,3.017020053166389,135003,29.3073348638761,793,100856,39102,105030,47,10745,5797,8799247.38470962,8043447.384709621
Retail,Delhi,2,2672,7,9,2020,0,948,0.23979138282980822,2049,2.74975446334611,30901,0.46872718387680923,4562,46680,9446,70858,18,39952,12436,13985857.934815798,13127301.934815798
Electronics,Kolkata,1,799,11,9,2024,1,399,0.472006944539619,2888,4.116846778228503,79519,22.450812761985386,1081,39483,23270,103959,4,13888,3204,16398785.588290123,16173317.588290123
Food,Delhi,1,389,16,10,2024,0,133,0.22536716684230707,1498,2.7501418299473146,142282,32.42157844956163,2427,80757,47719,87381,34,20642,6328,1403936.8635598063,479923.86355980625
Food,Delhi,2,2470,5,6,2024,0,415,0.38221811495519054,4098,3.7483625120554374,59918,18.444710768528985,4980,65505,57657,55638,14,41047,7940,19524773.646825314,18763375.646825314
Food,Mumbai,2,2345,24,1,2024,1,50,0.4568467707087451,2525,3.4659737880445225,134819,17.009091442660733,2547,107413,10159,63718,43,45307,27804,1834234.744059372,-323060.255940628
Pharmacy,Mumbai,3,3669,9,1,2024,1,888,0.26062926850523327,1304,4.84743427509847,28525,5.132942618702958,973,147355,28029,88366,21,26310,3315,9115295.481725156,8295720.481725156
Pharmacy,Chennai,2,3355,6,2,2022,0,989,0.34029108217512033,2799,3.9948452169852793,40681,33.88183350055046,1844,76209,38791,42292,44,34832,27652,28276197.90637216,26558645.90637216
Service,Chennai,1,4528,5,11,2023,1,292,0.556456118547902,469,2.816557843851723,135312,37.3965561964338,3751,30477,22892,132736,4,26062,5151,2390291.375686942,2094787.3756869421
Electronics,Delhi,1,4544,7,6,2024,0,893,0.4840620886986676,442,3.6326394398850934,142937,36.58572568277404,2925,46622,57368,25334,37,26602,2612,5789041.123456889,4672831.123456889
Retail,Kolkata,3,2655,7,8,2024,0,68,0.24294482101626363,1602,3.862807847658022,165517,28.459924633376144,1819,66312,47555,139337,15,42561,9474,860169.910666831,-40923.089333169046
Retail,Hyderabad,2,3948,19,11,2020,1,698,0.1789720775724818,4441,3.342343113323736,55105,17.61430748095154,4333,119369,8386,78609,17,38685,14917,16715468.02669726,15836542.02669726
Service,Bangalore,2,3848,7,4,2022,1,284,0.5478315204955176,2443,4.9016022088731,116245,22.4769359013637,1663,50808,49040,59134,23,14482,27977,11499260.486941084,10979215.486941084
Retail,Bangalore,3,2431,15,6,2019,1,774,0.49215294345019694,4192,2.5414075212316414,187634,28.669049381827584,4053,37618,21693,14009,18,46477,17439,48030354.9262617,47103009.9262617
Electronics,Bangalore,3,3678,14,6,2023,1,653,0.5351797000475136,677,3.9965052893283106,161900,9.631478392904715,573,20380,29186,116116,32,14051,3955,7212543.309301145,6593274.309301145
Retail,Mumbai,2,1216,4,7,2020,0,230,0.2992837303394991,477,2.78673851631464,87430,13.24820685716984,3997,154704,57929,20435,18,38453,6148,1020004.5416663934,88634.5416663934
Electronics,Delhi,1,1449,11,1,2024,1,596,0.3532206342982652,281,4.991498639003561,149573,18.45777730801664,3604,134038,34171,62966,46,22829,26534,1884508.568492088,576665.568492088
Pharmacy,Kolkata,1,3418,5,3,2021,1,640,0.2545950188403213,287,4.197700811578457,122068,39.49595913298302,3935,149283,40331,60801,3,18395,2400,1501747.5918177066,1193747.5918177066
Pharmacy,Hyderabad,3,3249,23,6,2018,0,825,0.24602216093825485,3726,2.6648939270240515,100480,17.450096830444487,3648,76582,47752,71805,21,28861,28526,22727986.648484454,21897240.648484454
Electronics,Mumbai,1,1645,23,1,2019,0,970,0.3041275210673386,1886,3.976901178003181,138820,15.436160932741698,1319,73862,23995,147374,48,46883,20749,16746837.087730318,14230473.087730318
Electronics,Bangalore,3,995,9,1,2021,1,705,0.5092727118573086,3940,2.8851147508163115,9640,16.539253924525465,4051,96946,57643,16103,15,20508,6823,42492060.35178139,42006925.35178139
Pharmacy,Mumbai,2,1102,24,1,2020,0,859,0.25765317049863795,1857,4.425283775643386,86645,26.623832665687832,825,178307,39200,12680,10,43725,28635,12364622.132363563,11668550.132363563
Electronics,Hyderabad,3,462,23,7,2023,1,802,0.058924563285194756,1025,4.159435517637576,24437,7.267843079463017,1659,32997,21297,101548,29,32538,15389,1512942.9174578306,398109.9174578306
Service,Mumbai,2,3084,23,5,2019,1,731,0.5997055797412926,4213,4.433351955965491,78017,24.49585469716108,1976,163953,16753,29343,21,31363,19555,55488658.99137993,54600431.99137993
Pharmacy,Kolkata,1,1035,24,11,2022,0,912,0.11557885446072488,1671,4.435147911234904,154302,2.65620752991488,2995,59247,54469,14880,45,33133,19814,5345819.592393918,3706424.592393918
Retail,Hyderabad,3,3926,6,3,2024,0,888,0.14044764269548263,1574,2.591087176257046,48979,6.284794256000734,4892,26191,47365,81451,34,32897,10647,5908752.267015652,4624600.267015652
Pharmacy,Hyderabad,1,4059,7,6,2019,0,195,0.13431374066566518,440,3.8938248799251567,111080,24.370923874878603,826,31565,30712,15050,20,41820,20646,390155.56847342214,-544217.4315265778
Retail,Hyderabad,2,4349,5,8,2022,1,588,0.1890424028276339,2045,4.464766318815353,166690,5.1116348640530385,1934,173373,28768,80415,10,11524,16903,6936153.831123499,6521454.831123499
Retail,Kolkata,3,1411,14,3,2024,0,31,0.3544627533387786,4616,3.0139814448152475,67199,16.258268768679724,4006,77846,31563,18997,46,24399,21288,1548545.6645529761,276497.66455297614
Service,Bangalore,1,1296,4,11,2021,1,886,0.22549061610305532,2285,4.717905600329958,114071,10.758280339188628,2618,181541,59775,81948,3,28127,17967,13790868.616203897,13365256.616203897
Pharmacy,Kolkata,2,4551,8,7,2021,1,631,0.4514542803793148,2460,4.190255449466362,186877,8.413047811561732,693,163081,17270,16684,27,36145,5455,21147983.437847856,19969578.437847856
Pharmacy,Delhi,2,2954,4,5,2024,0,46,0.29910024587598466,2423,4.414171200090115,65362,31.09511814845664,2712,164729,38708,96300,15,21403,12935,1026258.256145365,392541.25614536495
Service,Chennai,3,1106,9,4,2022,0,912,0.28876407593293696,4549,2.537877131742842,105028,31.961221347662367,1278,112187,23203,104302,20,23052,2042,35981772.899621926,35278998.899621926
Pharmacy,Mumbai,3,681,18,5,2024,0,437,0.05185076260473929,4034,3.5842458789039857,171419,18.904217087895233,717,172275,18405,20410,6,26305,28196,2810733.5499159647,2413617.5499159647
Retail,Delhi,3,2463,10,12,2024,1,315,0.339684862186258,661,3.649209509261719,52078,23.491243607613438,232,75501,57299,140182,4,24158,23015,2192655.7074033516,1800026.7074033516
Electronics,Delhi,1,1570,23,6,2021,1,740,0.22270128086985713,826,4.910461134652982,79551,23.7290068204099,2375,161599,26348,62161,29,20262,15870,4165538.3275667434,3311962.3275667434
Service,Kolkata,2,4401,4,11,2018,1,634,0.3913765586731914,1374,4.527629389334676,151960,35.35628624160354,2890,23492,22120,144286,8,29840,14107,10338815.468554674,9896090.468554674
Service,Mumbai,3,3120,22,8,2019,1,510,0.34161752668637596,3628,4.059248448429505,75718,23.75120745942545,113,61714,12030,135981,8,25196,15605,19042929.51831803,18616031.51831803
Electronics,Chennai,2,911,18,7,2024,1,921,0.10668635905466908,1969,3.8521286327206528,64938,22.07808199169625,1694,104447,7522,72164,11,40977,26903,5880083.334239918,5218300.334239918
Retail,Chennai,3,4383,20,7,2023,1,698,0.4394981309509096,4390,3.084465375133178,38289,24.915827195994666,923,110989,39256,69670,45,41062,21058,40466884.48467188,38378121.48467188
Electronics,Mumbai,3,4276,9,2,2021,1,49,0.08176130588325539,2116,3.097390727067329,66957,32.80238484340901,168,171224,32073,79866,29,18258,2541,331102.97717598354,-484083.02282401646
Pharmacy,Chennai,3,1751,8,11,2018,1,281,0.1560512073496495,3467,4.246255541878524,175433,16.428223839311215,3518,64868,35735,111281,47,49393,15124,4681052.18747881,2132573.1874788096
Electronics,Hyderabad,2,2073,7,11,2022,1,404,0.2791362159711719,2225,3.7477973627671357,122264,25.072215856988045,3923,60266,18252,32499,24,24752,20362,7626371.936094592,6900944.936094592
Service,Mumbai,1,1780,15,6,2024,1,354,0.5860542160177972,4808,3.466245761907631,43103,35.98544896171979,2017,124331,44761,88309,31,24585,9744,29991732.081916098,28962452.081916098
Food,Delhi,1,1089,21,8,2024,0,242,0.2043066717244812,4180,3.9670722325810104,53547,16.40599997241089,2897,175454,8430,26376,39,42458,8769,6221472.505488486,4346581.505488486
Pharmacy,Hyderabad,3,807,7,8,2023,1,53,0.2668012136854336,1735,2.9107771496834127,133720,27.42685257979867,1270,184831,25126,30517,32,13212,23378,839499.1681333213,152863.16813332133
Electronics,Bangalore,2,1050,4,2,2023,1,474,0.30114803196002726,281,4.61265400188863,90333,5.431695597390092,1744,28495,16308,68908,7,28846,8903,1289466.529066516,964930.5290665161
Electronics,Bangalore,1,1136,1,2,2019,1,456,0.3926708674038319,3465,2.977590982785986,112245,16.324115754813874,2875,148977,5329,84927,31,11561,2190,18707968.319982514,18108154.319982514
Retail,Bangalore,3,2986,14,11,2023,1,987,0.40955910036674437,2292,3.7342526413738115,72189,27.39041557113003,832,64071,9827,124245,21,25305,21095,27874062.65258152,27123419.65258152
Pharmacy,Hyderabad,3,1384,2,5,2020,1,400,0.5611839117078321,1306,4.187315651633058,125684,5.25638507457312,4133,110005,39564,116790,12,16633,12946,8895147.864285145,8416246.864285145
Retail,Kolkata,3,3463,24,4,2021,0,343,0.5444412908484126,507,4.278997274674641,86587,9.071987785870416,3417,130858,40317,114221,44,48445,27539,2875001.3475948935,430486.34759489354
Service,Mumbai,3,2347,20,2,2022,0,372,0.13279341320562865,4824,3.351464660480505,143365,1.8442766058330262,232,153909,47281,92694,9,35784,3440,7206390.9463921115,6587010.9463921115
